ncalls           , tottime, percall, cumtime , percall, filename:lineno(function)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:580(push)
5                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:605(clear)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:610(bubble)
17726            , 0.070  , 0.000  , 1.313   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:681(safe_masked_invalid)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:799(<dictcomp>)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:798(__init__)
33662            , 0.052  , 0.000  , 0.052   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:801(__contains__)
367063           , 0.076  , 0.000  , 0.076   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:807(<listcomp>)
367063           , 0.306  , 0.000  , 0.382   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:804(clean)
355891           , 0.143  , 0.000  , 0.143   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:857(<listcomp>)
355891           , 0.608  , 0.000  , 1.197   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:853(get_siblings)
6066             , 0.086  , 0.000  , 0.608   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:961(_combine_masks)
333278           , 0.483  , 0.000  , 0.830   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1268(is_math_text)
630007           , 0.603  , 0.000  , 1.983   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1281(_to_unmasked_float_array)
89366            , 0.022  , 0.000  , 0.022   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1592(<lambda>)
68952            , 0.082  , 0.000  , 0.234   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1634(safe_first_element)
17717            , 0.025  , 0.000  , 0.075   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1656(sanitize_sequence)
670304           , 1.442  , 0.000  , 1.442   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1724(<dictcomp>)
670304           , 0.135  , 0.000  , 0.135   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1738(<listcomp>)
670304           , 0.090  , 0.000  , 0.090   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1743(<listcomp>)
670304           , 3.807  , 0.000  , 7.455   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1664(normalize_kwargs)
69               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1799(_topmost_artist)
210066           , 0.097  , 0.000  , 0.135   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1812(_str_equal)
36397            , 0.026  , 0.000  , 0.034   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1823(_str_lower_equal)
42642            , 0.050  , 0.000  , 0.114   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:1856(method)
2619628          , 4.002  , 0.000  , 5.304   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2027(_setattr_cm)
5586             , 0.010  , 0.000  , 0.010   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2094(__init__)
29               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2100(__iter__)
5585             , 0.017  , 0.000  , 0.023   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2106(add)
5585             , 0.091  , 0.000  , 36.130  , 0.006  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2136(_unmultiplied_rgba8888_to_premultiplied_argb32)
22               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2159(<genexpr>)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2156(_pformat_subprocess)
5585             , 0.006  , 0.000  , 0.006   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/cif_hr.py:19(__init__)
5585             , 0.016  , 0.000  , 0.016   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:16(__init__)
101284           , 0.044  , 0.000  , 0.044   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:26(directed)
5585             , 0.056  , 0.000  , 0.120   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:36(<listcomp>)
5585             , 0.045  , 0.000  , 0.107   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:37(<listcomp>)
111700           , 0.023  , 0.000  , 0.023   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:84(<genexpr>)
111700           , 0.017  , 0.000  , 0.017   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:85(<genexpr>)
5585             , 7.250  , 0.001  , 12.300  , 0.002  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:32(fill_caf)
5585             , 0.034  , 0.000  , 12.333  , 0.002  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:89(fill)
5585             , 0.010  , 0.000  , 0.010   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/cif_seeds.py:18(__init__)
5585             , 0.016  , 0.000  , 48.305  , 0.009  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/basenetworks.py:23(forward)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/heads.py:14(index_field_torch)
89360            , 0.854  , 0.000  , 44.890  , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/basenetworks.py:111(forward)
11170            , 0.011  , 0.000  , 0.016   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/heads.py:36(selector)
5585             , 0.118  , 0.000  , 48.250  , 0.009  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/basenetworks.py:165(forward)
11170            , 0.126  , 0.000  , 0.251   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/heads.py:48(<listcomp>)
11170            , 0.018  , 0.000  , 0.853   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/heads.py:45(concat_fields)
11170            , 0.007  , 0.000  , 0.008   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/heads.py:55(concat_heads)
5585             , 0.023  , 0.000  , 0.495   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/heads.py:69(<listcomp>)
5585             , 0.017  , 0.000  , 0.414   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/heads.py:71(<listcomp>)
5585             , 229.250, 0.041  , 230.344 , 0.041  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/heads.py:65(forward)
5585             , 0.030  , 0.000  , 4.207   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/nets.py:28(<listcomp>)
22340            , 0.013  , 0.000  , 0.016   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/heads.py:229(n_fields)
5585             , 0.131  , 0.000  , 283.155 , 0.051  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/nets.py:20(forward)
44680            , 0.023  , 0.000  , 0.028   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/heads.py:248(n_fields)
16755            , 0.875  , 0.000  , 4.047   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/network/heads.py:406(forward)
15900            , 0.007  , 0.000  , 0.007   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/scipy/_lib/six.py:132(<genexpr>)
5300             , 0.009  , 0.000  , 0.024   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/scipy/_lib/six.py:131(callable)
5585             , 0.013  , 0.000  , 0.055   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/transforms/annotations.py:13(normalize_annotations)
5585             , 0.039  , 0.000  , 0.152   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/transforms/annotations.py:32(__call__)
5585             , 0.044  , 0.000  , 5.235   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/transforms/compose.py:8(__call__)
11170            , 0.032  , 0.000  , 5.040   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/transforms/image.py:18(__call__)
5585             , 0.012  , 0.000  , 3.787   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/torchvision/transforms/transforms.py:84(__call__)
5585             , 0.024  , 0.000  , 1.220   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/torchvision/transforms/transforms.py:204(__call__)
5585             , 0.004  , 0.000  , 0.005   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/torchvision/transforms/functional.py:19(_is_pil_image)
5585             , 0.003  , 0.000  , 0.005   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/torchvision/transforms/functional.py:26(_is_numpy)
5585             , 0.269  , 0.000  , 3.775   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/torchvision/transforms/functional.py:34(to_tensor)
5585             , 0.240  , 0.000  , 1.197   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/torchvision/transforms/functional.py:262(normalize)
89360            , 0.588  , 0.000  , 3.626   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/torchvision/models/shufflenetv2.py:19(channel_shuffle)
5661             , 0.004  , 0.000  , 0.004   , 0.000  , {method 'pixel_access' of 'ImagingCore' objects}
5623             , 0.299  , 0.000  , 0.299   , 0.000  , {built-in method PIL._imaging.fill}
38               , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method PIL._imaging.jpeg_encoder}
5623             , 0.018  , 0.000  , 0.018   , 0.000  , {built-in method PIL._imaging.raw_decoder}
5585             , 0.008  , 0.000  , 0.008   , 0.000  , {built-in method PIL._imaging.raw_encoder}
5623             , 0.431  , 0.000  , 0.431   , 0.000  , {method 'decode' of 'ImagingDecoder' objects}
5623             , 0.010  , 0.000  , 0.010   , 0.000  , {method 'setimage' of 'ImagingDecoder' objects}
33510            , 0.480  , 0.000  , 0.480   , 0.000  , {method 'encode' of 'ImagingEncoder' objects}
38               , 0.000  , 0.000  , 0.000   , 0.000  , {method 'cleanup' of 'ImagingEncoder' objects}
38               , 0.373  , 0.010  , 0.373   , 0.010  , {method 'encode_to_file' of 'ImagingEncoder' objects}
5623             , 0.006  , 0.000  , 0.006   , 0.000  , {method 'setimage' of 'ImagingEncoder' objects}
24               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/ImageMode.py:23(__init__)
5585             , 0.006  , 0.000  , 0.006   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/ImageMode.py:33(getmode)
38               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/_util.py:10(isPath)
5623             , 0.034  , 0.000  , 0.059   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:418(_getdecoder)
5623             , 0.016  , 0.000  , 0.028   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:441(_getencoder)
11246            , 0.036  , 0.000  , 0.036   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:529(__init__)
22416            , 0.005  , 0.000  , 0.005   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:550(size)
5623             , 0.033  , 0.000  , 0.048   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:554(_new)
38               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:615(_ensure_mutable)
5585             , 0.057  , 0.000  , 0.770   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:705(tobytes)
5623             , 0.028  , 0.000  , 0.530   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:778(frombytes)
5661             , 0.010  , 0.000  , 0.014   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:809(load)
5585             , 0.013  , 0.000  , 0.018   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:1212(getbands)
38               , 0.001  , 0.000  , 0.382   , 0.010  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:2057(save)
16869            , 0.021  , 0.000  , 0.029   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:2524(_check_size)
5623             , 0.035  , 0.000  , 0.413   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:2542(new)
5623             , 0.027  , 0.000  , 0.979   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:2581(frombytes)
5623             , 0.020  , 0.000  , 1.015   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:2625(frombuffer)
5623             , 0.093  , 0.000  , 1.345   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:2678(fromarray)
6                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:3003(register_open)
6                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:3018(register_mime)
6                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:3029(register_save)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:3040(register_save_all)
13               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:3052(register_extension)
3                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/Image.py:3063(register_extensions)
6066             , 0.082  , 0.000  , 1.197   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:423(set_bbox)
18288            , 0.301  , 0.000  , 5.315   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:478(update_bbox_position_size)
18288            , 0.230  , 0.000  , 5.911   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:506(_draw_bbox)
44742            , 0.057  , 0.000  , 0.260   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:522(_update_clip_properties)
16758            , 0.022  , 0.000  , 0.062   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:529(set_clip_box)
10959            , 0.018  , 0.000  , 1.440   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:534(set_clip_path)
10959            , 0.017  , 0.000  , 0.049   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:539(set_clip_on)
51165            , 0.016  , 0.000  , 0.016   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:544(get_wrap)
212519           , 0.070  , 0.000  , 0.070   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:548(set_wrap)
101658           , 1.821  , 0.000  , 59.291  , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:665(draw)
51165            , 0.016  , 0.000  , 0.016   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:733(get_color)
42642            , 0.035  , 0.000  , 0.046   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:771(get_fontsize)
138234           , 0.253  , 0.000  , 2.112   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:818(get_unitless_position)
151479           , 0.056  , 0.000  , 0.056   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:826(get_position)
87741            , 0.315  , 0.000  , 2.272   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:832(get_prop_tup)
247841           , 0.056  , 0.000  , 0.056   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:850(get_text)
50493            , 0.465  , 0.000  , 5.376   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:861(get_window_extent)
212521           , 0.215  , 0.000  , 0.419   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/text.py:926(set_color)
